id,first,last,dob,signup,email,signupDurationSeconds,id_type,id_country,nationality,domicile,device,ad_redirect,vpn,creditScore,profit,high,pct_rank,top
5813,Alexandre,Hodkiewicz,1979-01-17,2020-02-08,yahoo,517,drivers_licence,France,Russia,Germany,android,0,0,670,58.12,0,0.7334,1
4583,Brayden,Kerluke,1952-11-24,2020-10-24,yahoo,221,national_id,Russia,UK,Russia,android,0,0,411,8.28,0,0.127,0
1024,Shaquille,Jast,1944-08-04,2020-03-16,yahoo,132,national_id,France,UK,UK,android,0,0,622,18.59,0,0.3382,0
3521,Lyric,Cummerata,1968-12-24,2020-07-18,hotmail,195,drivers_licence,Russia,Russia,Russia,ios,0,0,727,39.43,1,0.60715,1
5916,Danika,Rau,1974-05-08,2020-07-18,hotmail,482,passport,UK,Germany,UK,ios,0,0,620,13.07,0,0.2328,0
5149,Jovanny,Smith,1974-12-30,2020-07-21,hotmail,631,national_id,Russia,France,UK,android,0,1,396,39.5,0,0.60795,1
2014,Timothy,O'Connell,1995-03-08,2020-06-07,hotmail,460,national_id,Germany,Russia,Russia,android,0,0,591,14.69,0,0.2644,0
3448,Dave,Vandervort,1998-10-21,2020-03-18,gmail,1065,drivers_licence,Russia,UK,UK,android,0,0,604,12.22,0,0.21525,0
3711,Newt,Greenholt,1951-04-17,2020-12-14,hotmail,1093,passport,France,UK,Germany,ios,1,0,437,30.9,1,0.5171,0
584,Hadley,Beier,1968-12-13,2020-09-28,yahoo,838,passport,UK,Germany,France,ios,1,1,538,36.3,1,0.57785,0
1630,Tariq,Willms,1988-10-01,2020-09-17,gmail,625,passport,UK,Germany,France,ios,0,0,644,18.42,1,0.3354,0
1886,Sally,Cummings,1976-06-04,2020-09-23,gmail,1022,drivers_licence,UK,Russia,Germany,android,1,0,802,9.67,0,0.15875,0
3955,Robin,Berge,1951-01-16,2020-02-09,hotmail,813,national_id,UK,France,Germany,ios,1,0,559,19.34,1,0.3503,0
4514,Bee,Bergstrom,1962-10-24,2020-03-05,yahoo,278,national_id,France,France,Russia,android,0,0,820,6.33,0,0.08025,0
2457,Rella,Adams,1979-09-19,2020-04-13,hotmail,769,national_id,Germany,Russia,Russia,windows,0,0,635,36.46,0,0.579,0
2610,Skylar,Hand,1983-03-02,2020-12-16,yahoo,564,national_id,Russia,UK,Russia,android,1,0,445,51.32,0,0.6962,1
5762,Darion,Bode,1970-10-19,2020-10-31,hotmail,374,passport,UK,UK,Germany,android,0,0,430,8.04,0,0.11985,0
721,Delsie,Schinner,1986-05-18,2020-10-16,hotmail,964,national_id,Germany,France,France,ios,1,0,690,12.5,0,0.22015,0
913,Aurora,Marvin,1952-12-24,2020-12-02,hotmail,1187,drivers_licence,UK,Germany,Germany,ios,0,1,521,35.42,1,0.56835,0
778,Arly,Johnston,1982-11-14,2020-04-28,yahoo,373,national_id,UK,France,France,android,0,0,664,28.25,0,0.4849,0
4703,Erline,Kshlerin,1978-12-10,2020-06-28,yahoo,497,national_id,UK,Russia,Germany,ios,0,0,319,62.97,0,0.7548,1
22,Rosalind,Vandervort,1964-03-24,2020-02-14,yahoo,505,drivers_licence,France,Germany,UK,android,0,0,726,30.08,0,0.50785,0
3343,Miracle,Jacobs,1985-05-06,2020-07-14,gmail,406,passport,Germany,France,Russia,ios,0,0,607,28.89,1,0.4934,0
4057,Ingram,Emmerich,1943-10-04,2020-01-06,gmail,34,national_id,UK,France,UK,ios,1,0,660,40.85,0,0.6177,1
1794,Denzell,Baumbach,1972-07-14,2020-10-29,gmail,791,national_id,Germany,UK,UK,android,0,0,441,26.01,0,0.45435,0
3247,Marin,Treutel,1980-10-15,2021-01-16,gmail,843,passport,Germany,France,Germany,ios,1,0,332,103.5,1,0.8707,1
3475,Nelia,Douglas,1976-12-01,2020-09-09,hotmail,825,national_id,UK,France,Germany,android,1,0,738,51.84,0,0.6991,1
1323,Dina,Cremin,1988-07-22,2021-01-07,gmail,681,drivers_licence,Germany,Russia,France,android,0,0,518,63.0,1,0.755,1
3559,Elisa,Dickens,1964-03-28,2020-12-27,yahoo,454,national_id,France,France,France,ios,0,0,832,26.65,0,0.4626,0
5445,Garrison,Cummings,1957-07-20,2020-06-09,gmail,683,national_id,Russia,UK,Russia,ios,1,0,481,21.6,0,0.38725,0
1006,Gianni,Beer,1966-03-20,2020-07-20,yahoo,1025,national_id,France,Germany,Russia,ios,0,1,763,121.89,0,0.8994,1
125,Augusta,Bayer,1971-11-18,2020-04-02,yahoo,595,national_id,UK,France,UK,android,1,1,503,47.56,0,0.6727,1
4227,Yuridia,Kshlerin,1973-12-04,2020-06-02,gmail,1055,national_id,France,Russia,France,android,0,0,449,28.54,0,0.48945,0
1681,Henriette,Hoppe,1978-02-19,2021-01-20,gmail,1121,national_id,France,Russia,Germany,android,0,0,707,9.52,0,0.1559,0
2641,Codie,Shanahan,1944-06-23,2020-04-23,hotmail,1133,passport,UK,France,Russia,ios,0,0,435,71.4,1,0.78235,1
1995,Hill,VonRueden,1996-02-08,2021-01-18,gmail,586,national_id,Germany,UK,France,ios,0,0,543,25.51,0,0.44765,0
2343,Joyce,Cronin,1957-04-26,2020-01-27,yahoo,780,passport,France,Russia,Germany,android,1,0,543,15.98,0,0.29015,0
4366,Jayce,Steuber,1999-05-01,2020-01-22,hotmail,789,passport,Germany,Germany,Russia,android,0,0,565,47.11,0,0.66885,1
1556,Yurem,Sauer,1959-12-04,2020-01-15,yahoo,486,passport,Germany,Germany,UK,ios,0,0,539,67.29,1,0.7696,1
2399,Chante,Runte,1995-10-18,2020-08-07,yahoo,648,drivers_licence,Germany,Germany,Germany,android,0,0,532,32.17,0,0.532,0
410,Kyson,Kozey,1999-06-14,2020-02-17,gmail,407,passport,Germany,UK,France,ios,0,0,425,65.87,1,0.7643,1
5211,Octavie,Becker,1963-06-30,2020-12-15,yahoo,854,passport,Russia,UK,Germany,windows,0,0,682,31.57,0,0.5247,0
3066,Sanjuana,Boyer,1956-11-02,2020-05-29,hotmail,1042,drivers_licence,Russia,Germany,Germany,windows,0,0,459,29.36,0,0.49965,0
5957,Verlene,Sipes,1948-06-05,2021-01-18,yahoo,885,national_id,Germany,Russia,UK,ios,0,0,689,10.85,0,0.1856,0
5898,Melodee,Spinka,1997-03-14,2020-03-12,hotmail,587,drivers_licence,Russia,Germany,France,android,0,0,502,17.07,0,0.31185,0
657,Jeanine,Fadel,1941-03-12,2020-10-10,gmail,999,passport,France,Germany,Russia,ios,1,0,304,87.17,1,0.8334,1
5082,Bryan,Kautzer,1979-12-25,2020-03-02,gmail,633,national_id,France,France,France,android,1,1,682,60.48,0,0.7445,1
3560,Maximillian,Deckow,1940-09-27,2020-03-11,gmail,931,drivers_licence,France,Russia,Germany,android,0,0,849,12.43,0,0.2188,0
1073,Dax,Bartell,1964-12-07,2020-11-11,hotmail,1019,drivers_licence,UK,France,France,android,1,0,602,2.3,0,0.0096,0
1279,Katrina,Dooley,1981-04-16,2020-05-11,gmail,742,national_id,Russia,France,Russia,ios,0,0,697,22.39,0,0.4009,0
3232,Joeseph,Considine,1947-03-06,2020-12-15,hotmail,1169,national_id,Germany,UK,Germany,ios,0,0,618,15.18,0,0.27285,0
1002,Francies,Larkin,1978-12-23,2020-05-04,yahoo,874,drivers_licence,France,UK,Russia,ios,0,0,345,26.34,0,0.458,0
5937,Clarabelle,Shanahan,1942-09-04,2020-01-20,yahoo,280,national_id,Germany,UK,Russia,android,0,0,802,13.33,0,0.2376,0
4672,Valentin,Auer,1962-11-14,2020-08-17,hotmail,456,national_id,Germany,France,Germany,android,0,0,480,84.73,0,0.8267,1
200,Shirlee,Schimmel,1953-03-21,2020-04-01,hotmail,336,national_id,UK,Germany,France,ios,0,1,482,113.92,1,0.8874,1
3636,Gregory,Huels,1969-07-31,2020-09-19,gmail,421,drivers_licence,Russia,Russia,Russia,android,1,0,392,145.37,1,0.9231,1
2376,Elon,Volkman,1997-05-24,2020-12-21,hotmail,609,drivers_licence,France,France,Germany,android,0,0,670,40.87,1,0.61835,1
3391,Teena,Luettgen,1960-06-03,2020-08-23,yahoo,636,national_id,Russia,Russia,Germany,ios,0,0,567,6.83,0,0.0914,0
2670,Katharina,Barrows,1976-11-11,2020-07-11,yahoo,588,national_id,UK,Germany,France,ios,1,0,446,7.11,0,0.09815,0
569,Celeste,Rempel,1988-02-14,2020-04-23,gmail,257,passport,Germany,Germany,Germany,ios,0,0,412,61.1,1,0.7476,1
1432,Darcie,Stoltenberg,1999-07-30,2020-05-13,hotmail,1026,passport,UK,UK,UK,ios,0,0,542,16.3,1,0.2971,0
2531,Kordell,Kling,1987-04-30,2020-04-22,hotmail,214,drivers_licence,UK,France,Russia,android,1,0,374,10.0,0,0.16665,0
3721,Marylouise,Prosacco,1957-10-09,2020-05-17,hotmail,1083,drivers_licence,Russia,UK,UK,ios,0,1,359,227.36,1,0.9667,1
1592,Vincenzo,Deckow,1995-07-31,2020-04-24,gmail,1087,drivers_licence,UK,Germany,UK,android,1,0,320,21.97,0,0.39295,0
4960,Adlai,Blick,1975-09-14,2020-01-31,gmail,148,drivers_licence,Russia,France,UK,android,0,0,437,20.25,0,0.36495,0
2626,Savanah,Olson,1949-04-01,2020-11-02,gmail,181,national_id,Russia,France,UK,windows,1,0,465,13.49,1,0.24035,0
4904,Stacia,Tromp,1995-12-31,2020-02-05,yahoo,1118,drivers_licence,UK,UK,France,ios,0,0,825,7.2,0,0.0994,0
1600,Kian,Pagac,1943-11-29,2020-11-09,gmail,498,national_id,Russia,France,UK,android,0,1,689,15.81,0,0.28715,0
4245,Khloe,Dach,1968-01-03,2020-10-04,gmail,317,passport,Germany,Germany,France,android,1,0,457,18.14,0,0.3308,0
345,Jasmine,Dooley,1944-08-21,2020-02-03,gmail,525,national_id,Germany,France,UK,android,0,1,558,8.35,0,0.12895,0
1161,Seamus,Schulist,1941-03-20,2021-01-30,yahoo,668,national_id,UK,Russia,Germany,android,0,0,835,4.34,0,0.0418,0
2936,Jerald,Goodwin,1992-04-21,2020-06-11,yahoo,1107,national_id,France,Russia,Germany,ios,1,0,489,37.61,1,0.5897,0
1147,Ever,Schamberger,1994-09-11,2021-01-24,yahoo,214,drivers_licence,Germany,UK,UK,ios,0,0,376,66.7,1,0.7676,1
256,Sherwin,Gerhold,1953-08-11,2020-11-26,gmail,144,passport,Russia,UK,Germany,ios,0,0,548,28.23,1,0.48455,0
5615,Catrina,Shields,1980-11-29,2020-09-29,gmail,645,national_id,UK,Russia,Germany,android,0,0,830,9.43,0,0.15395,0
1714,Nadine,Rogahn,1988-06-11,2020-02-20,yahoo,40,drivers_licence,France,Russia,France,ios,0,0,439,35.94,1,0.5742,0
3811,Leola,Abbott,1960-10-27,2020-11-10,yahoo,712,national_id,Germany,Germany,France,windows,1,1,773,9.19,0,0.149,0
1767,Kimberly,Goyette,1987-01-19,2021-01-12,gmail,282,national_id,Germany,Russia,UK,android,0,0,669,21.31,0,0.38225,0
2491,Roxy,Doyle,1952-05-19,2021-01-08,hotmail,470,national_id,Germany,Germany,Germany,ios,0,0,753,3.94,0,0.03345,0
5832,Clemon,Toy,1997-06-13,2020-09-18,gmail,1191,national_id,UK,France,France,android,0,0,682,28.96,0,0.4941,0
2058,Leatha,Watsica,1944-02-17,2020-12-26,gmail,201,passport,Germany,France,Germany,ios,1,0,614,15.57,1,0.28245,0
2099,Delta,Stracke,1966-11-27,2020-07-31,hotmail,958,national_id,UK,UK,France,ios,1,0,607,14.46,0,0.2593,0
1487,Epsie,Skiles,1947-10-27,2020-12-13,hotmail,700,passport,Russia,UK,France,android,0,0,620,21.4,0,0.38375,0
3634,Wilburn,Jacobson,1985-11-11,2020-04-16,yahoo,747,national_id,France,Russia,UK,android,0,1,354,5.67,0,0.0667,0
1786,Tristian,Gusikowski,1983-08-21,2020-09-06,yahoo,508,passport,Russia,UK,Russia,android,0,0,693,19.74,0,0.35705,0
2742,Kortney,Cole,1960-09-13,2020-01-19,hotmail,256,passport,Germany,Russia,Russia,windows,0,0,458,73.04,1,0.7881,1
1790,Fredie,Goyette,1999-12-07,2020-02-04,hotmail,92,drivers_licence,Russia,Germany,Russia,android,1,1,584,47.92,0,0.6753,1
2137,Duard,Rau,1954-07-12,2020-03-22,hotmail,874,national_id,Russia,UK,Germany,android,0,0,589,26.99,0,0.4688,0
2961,Shyheim,Lemke,1999-10-24,2020-03-07,yahoo,754,national_id,Russia,France,UK,ios,1,0,331,26.49,0,0.46055,0
2478,Clinton,Casper,1996-03-04,2020-11-12,hotmail,1186,national_id,UK,UK,France,android,0,0,451,7.44,0,0.10485,0
5626,Hillary,Simonis,1948-03-29,2020-10-02,gmail,530,drivers_licence,Russia,France,Germany,ios,1,0,439,13.2,0,0.2349,0
798,Augustus,Langosh,1957-05-18,2020-01-20,yahoo,967,national_id,Russia,France,France,android,1,0,577,6.02,0,0.07445,0
5944,Raven,Purdy,1955-07-09,2021-01-06,hotmail,775,drivers_licence,UK,Russia,UK,android,0,0,783,13.65,0,0.2433,0
73,Dagmar,Treutel,1981-09-06,2020-03-21,hotmail,518,national_id,France,UK,Russia,android,0,0,351,55.76,0,0.7213,1
690,Reason,Hilll,1985-10-04,2020-03-16,hotmail,961,national_id,Germany,UK,Germany,ios,0,0,536,7.22,0,0.09985,0
4328,Kole,Hamill,1981-06-08,2020-03-08,yahoo,830,drivers_licence,Russia,Russia,UK,android,1,0,320,234.08,0,0.969,1
2365,Russell,Gleichner,1947-07-04,2020-01-22,yahoo,887,drivers_licence,Germany,Germany,Russia,ios,0,0,559,368.14,1,0.9887,1
3344,Wilhelmina,Eichmann,1972-12-18,2020-01-09,hotmail,331,national_id,Germany,Russia,UK,android,1,0,682,98.19,0,0.8578,1
916,Shay,Ratke,1978-05-03,2020-09-18,gmail,594,drivers_licence,France,France,France,ios,0,0,602,46.43,1,0.6625,1
2454,Pryor,Towne,1947-06-08,2020-08-11,yahoo,373,national_id,UK,UK,Russia,android,0,0,590,8.76,0,0.1382,0
737,Gerard,Raynor,1985-09-25,2020-12-21,hotmail,451,drivers_licence,UK,France,Russia,ios,0,0,666,32.61,1,0.5375,0
4449,Jeffrey,Windler,1941-01-06,2020-07-28,hotmail,861,drivers_licence,Germany,Germany,UK,android,1,0,347,23.44,0,0.41695,0
2255,Artie,Hilpert,1960-11-29,2020-02-10,yahoo,375,passport,France,France,France,ios,0,0,425,137.8,1,0.9164,1
1707,Roy,Rath,1964-03-13,2020-11-08,yahoo,909,drivers_licence,UK,France,UK,android,0,0,448,10.27,0,0.1737,0
566,Emmett,Abernathy,1943-05-12,2020-04-11,yahoo,338,national_id,UK,Russia,Russia,ios,0,0,536,183.12,1,0.9488,1
3906,Karyl,Mertz,1963-06-09,2020-10-04,hotmail,126,national_id,Germany,Germany,UK,ios,0,0,637,21.2,0,0.38035,0
1224,Pam,Armstrong,1985-02-13,2020-10-10,gmail,1052,national_id,France,Germany,Russia,android,0,0,795,17.69,0,0.32265,0
3561,Mayme,Hills,1966-01-05,2020-09-01,gmail,520,national_id,France,Russia,Germany,android,0,0,385,26.16,0,0.4558,0
153,Shirl,Doyle,1997-02-03,2020-11-08,hotmail,81,national_id,Germany,UK,UK,ios,0,1,493,24.01,0,0.42585,0
2521,Makenna,Mante,1958-02-13,2020-10-31,gmail,776,passport,France,France,France,ios,0,0,345,63.76,1,0.7577,1
3962,Mckinley,Schmeler,1956-04-30,2020-06-30,yahoo,303,national_id,Russia,Germany,France,android,0,0,453,57.16,0,0.7285,1
5768,Arther,Cassin,1959-10-27,2020-09-16,hotmail,630,drivers_licence,UK,Germany,Germany,android,0,0,444,22.64,0,0.4049,0
3039,Jule,Bailey,1974-07-11,2020-05-21,hotmail,494,drivers_licence,Russia,UK,UK,android,0,0,357,21.52,0,0.3855,0
4995,Cleveland,Macejkovic,1964-10-12,2020-04-28,hotmail,391,national_id,France,Russia,Germany,android,0,0,745,2.28,0,0.0094,0
5276,Almond,Schneider,1963-08-26,2020-07-27,yahoo,587,passport,France,France,France,android,0,0,546,5.18,0,0.05535,0
2103,Patience,Hammes,1949-08-11,2020-03-02,hotmail,881,national_id,France,Russia,Germany,ios,0,0,682,10.13,0,0.1697,0
185,Tucker,Harber,1996-04-01,2020-08-26,gmail,682,drivers_licence,Germany,UK,Russia,android,1,0,510,25.01,0,0.44,0
1412,Coralie,O'Conner,1945-09-21,2020-01-07,gmail,755,passport,Germany,Germany,Germany,ios,0,0,785,51.73,1,0.6981,1
634,Madilyn,Leffler,1991-06-14,2020-08-10,yahoo,219,national_id,UK,France,UK,android,0,0,488,5.12,0,0.05415,0
2666,Ebba,Rempel,1998-06-13,2020-07-18,hotmail,301,drivers_licence,Germany,UK,UK,ios,0,0,761,7.34,0,0.10265,0
555,Octavio,O'Keefe,1980-08-06,2020-05-02,hotmail,270,national_id,Germany,Russia,UK,android,0,0,783,7.5,0,0.1062,0
4805,Lulla,Schumm,1962-04-13,2020-08-08,yahoo,481,national_id,UK,France,UK,android,0,0,635,11.38,0,0.196,0
5481,Burnice,Dicki,1964-08-31,2020-12-10,hotmail,910,drivers_licence,France,Russia,Russia,ios,0,0,626,18.04,0,0.32915,0
4031,Darren,Considine,1985-08-17,2020-02-09,hotmail,956,national_id,Germany,Russia,Germany,android,0,0,412,46.8,0,0.66515,1
1976,Audrina,Hagenes,1999-10-18,2020-08-30,gmail,235,national_id,Germany,Russia,Germany,android,1,0,515,10.2,0,0.1715,0
3053,Lukas,Marquardt,1992-01-02,2021-01-13,yahoo,161,national_id,Germany,France,Germany,android,0,0,742,35.06,0,0.56345,0
1648,Levin,Hayes,1993-05-01,2020-02-28,yahoo,557,passport,Russia,Germany,France,ios,0,0,471,250.95,1,0.9726,1
24,Rod,West,1991-03-22,2020-02-09,gmail,422,passport,France,Russia,France,ios,0,1,429,42.88,1,0.63495,1
2177,Kyara,Schmeler,1976-10-21,2020-04-02,yahoo,787,national_id,France,UK,Russia,windows,0,0,424,10.24,0,0.17275,0
4197,Verlie,Funk,1971-05-31,2020-07-10,hotmail,104,national_id,France,UK,France,ios,0,0,646,2.79,0,0.01545,0
2561,Codi,Rohan,1974-04-16,2020-12-25,yahoo,771,drivers_licence,Russia,France,France,ios,0,0,744,304.45,1,0.9826,1
1747,Eugenio,Fay,1955-02-09,2020-10-13,hotmail,126,national_id,France,UK,Germany,ios,1,0,450,47.56,1,0.6727,1
2464,Lizzie,Kulas,1970-11-13,2020-04-01,yahoo,1162,drivers_licence,France,Germany,Russia,android,0,0,322,6.71,0,0.08855,0
2527,Tonia,Spencer,1968-05-01,2020-09-28,hotmail,903,drivers_licence,Germany,France,France,android,0,0,483,7.67,0,0.11115,0
2999,Keri,Gutkowski,1951-10-06,2020-09-10,gmail,1010,passport,UK,UK,Germany,ios,0,0,765,63.53,1,0.7568,1
5448,Violeta,Zemlak,1943-09-27,2020-05-04,hotmail,503,national_id,UK,Germany,Russia,android,0,0,460,5.09,0,0.0536,0
1483,Charlie,Schiller,1949-10-08,2020-06-03,yahoo,394,passport,France,Germany,France,ios,0,0,417,39.47,1,0.6077,1
3589,Abdullah,Wolf,1945-05-06,2020-01-25,hotmail,420,passport,Germany,UK,UK,ios,1,0,381,12.25,1,0.2159,0
97,Halsey,Collier,1992-11-16,2020-01-20,gmail,281,drivers_licence,UK,Russia,France,android,1,0,423,75.63,1,0.7972,1
742,Kenya,Cartwright,1989-06-21,2020-04-17,yahoo,626,passport,Russia,UK,Russia,ios,0,0,329,71.4,1,0.78235,1
2557,Keegan,Moen,1994-12-11,2020-04-16,yahoo,950,national_id,UK,UK,Russia,android,0,0,706,36.42,0,0.5788,0
5822,Althea,Sporer,1948-10-10,2020-12-28,gmail,333,national_id,Russia,France,France,ios,0,0,347,24.4,0,0.431,0
2677,Belinda,Nicolas,1993-04-01,2020-12-23,gmail,653,drivers_licence,UK,Russia,Russia,ios,0,0,471,152.75,1,0.9292,1
5189,Arnulfo,Schinner,1949-10-06,2020-04-21,hotmail,37,drivers_licence,UK,France,UK,ios,0,0,797,4.6,0,0.0452,0
2011,Gilmer,Schoen,1945-06-20,2020-12-12,hotmail,838,drivers_licence,UK,Russia,Germany,ios,1,0,669,112.22,1,0.8843,1
1554,Karren,Wuckert,1989-03-09,2020-05-20,gmail,781,national_id,Germany,UK,UK,android,0,1,518,79.13,0,0.81,1
1521,Sherryl,Casper,1960-10-20,2020-04-23,gmail,393,passport,France,UK,France,android,1,0,803,113.45,0,0.8863,1
5639,May,Stamm,1947-01-11,2020-09-17,gmail,932,passport,Russia,Germany,Russia,android,0,0,390,40.87,0,0.61835,1
700,Marsha,Gleason,1991-10-17,2020-08-06,gmail,700,passport,France,France,Germany,ios,0,0,831,185.31,1,0.95105,1
3894,Early,Marks,1954-12-12,2020-01-16,gmail,725,drivers_licence,Russia,Germany,Russia,windows,0,0,565,14.63,0,0.263,0
768,Penny,Carter,1945-07-08,2020-07-31,yahoo,1170,national_id,France,Russia,UK,android,1,0,387,3.52,0,0.02645,0
1074,Manuel,Nienow,1994-12-05,2020-03-01,gmail,431,passport,Russia,France,UK,ios,0,0,767,37.08,1,0.5853,0
4847,Nathalia,Simonis,1996-12-27,2020-08-11,hotmail,976,national_id,UK,UK,Germany,ios,0,0,347,25.3,0,0.44435,0
1179,Gale,Cruickshank,1971-08-17,2020-04-12,yahoo,226,drivers_licence,UK,France,Germany,android,0,0,807,55.58,1,0.7197,1
2281,Jamaal,Becker,1993-12-14,2020-04-13,gmail,545,national_id,UK,UK,Russia,ios,0,0,514,52.96,1,0.7063,1
1644,Lemma,Senger,1965-11-26,2020-06-30,hotmail,989,national_id,Germany,Russia,Germany,android,1,0,407,47.18,0,0.6695,1
281,Tommie,Kautzer,1979-05-01,2020-06-07,hotmail,674,drivers_licence,UK,Russia,UK,android,1,0,617,74.94,0,0.795,1
524,Raven,Reynolds,1976-03-14,2020-12-05,gmail,1189,national_id,UK,Germany,UK,android,1,0,584,73.16,0,0.7885,1
532,Marlin,Zulauf,1949-05-30,2020-08-01,yahoo,458,drivers_licence,Germany,UK,UK,android,0,0,320,3.6,0,0.0282,0
3422,Jamari,Lakin,1966-05-28,2020-08-10,hotmail,665,passport,UK,Russia,UK,ios,0,0,477,13.9,0,0.249,0
63,Marybelle,Vandervort,1956-08-18,2020-09-20,yahoo,595,drivers_licence,Germany,UK,UK,ios,1,0,553,23.58,1,0.4199,0
1319,Delphine,Bode,1958-07-06,2021-01-11,hotmail,983,national_id,Russia,France,France,ios,0,0,338,4.69,0,0.04695,0
739,Barbra,Blick,1941-07-17,2020-03-16,gmail,69,passport,Russia,Germany,Russia,ios,1,0,468,24.79,1,0.4373,0
3186,Jaida,Vandervort,1949-10-10,2020-11-05,yahoo,835,drivers_licence,UK,Russia,Germany,android,0,0,524,15.35,0,0.27725,0
3943,Graciela,O'Hara,1979-05-22,2020-11-18,gmail,658,national_id,France,Germany,Russia,ios,0,0,430,31.26,1,0.5217,0
326,Dortha,Wilkinson,1945-10-26,2020-02-03,yahoo,191,national_id,France,France,Russia,windows,0,1,716,70.07,0,0.7779,1
484,Richelle,Bruen,1982-09-29,2020-07-25,gmail,1144,national_id,Germany,France,France,android,1,0,345,65.56,0,0.7631,1
1308,Kyle,Turcotte,1984-07-17,2020-08-13,yahoo,645,national_id,Russia,Germany,Russia,ios,0,0,489,17.86,0,0.32525,0
5254,Clevie,Ortiz,1968-11-20,2020-10-31,yahoo,43,drivers_licence,France,France,France,android,0,0,671,25.04,0,0.4404,0
2585,Thorwald,Larson,1951-06-22,2020-07-15,hotmail,1138,drivers_licence,France,Germany,Russia,android,1,0,809,31.12,1,0.51955,0
2780,Treyvon,West,1947-03-09,2020-06-05,gmail,841,passport,Russia,Russia,France,ios,0,1,314,32.63,1,0.538,0
3321,Cameron,Bashirian,1979-01-19,2020-12-31,gmail,145,passport,France,UK,Germany,ios,1,0,558,14.22,1,0.25535,0
2880,Orley,Barrows,1993-04-06,2021-01-14,yahoo,282,passport,Germany,Russia,Germany,ios,0,0,567,175.42,1,0.9444,1
3331,Jamiya,Keeling,1960-04-26,2020-02-12,gmail,1176,national_id,France,Russia,Russia,android,0,0,335,18.64,0,0.3389,0
876,Shirlee,Hermann,1994-05-20,2020-09-28,hotmail,1101,passport,France,Germany,Germany,ios,0,1,654,109.69,1,0.881,1
3630,Clem,McClure,1948-04-10,2020-08-02,hotmail,294,national_id,Russia,France,Russia,ios,0,0,735,12.56,0,0.2213,0
2020,Frederic,Hammes,1974-09-12,2020-09-30,gmail,897,national_id,Germany,Germany,UK,ios,1,0,687,37.08,1,0.5853,0
5139,Hollie,Russel,1999-12-11,2020-11-04,hotmail,484,drivers_licence,Germany,France,Russia,android,0,0,550,15.39,0,0.2781,0
959,West,Welch,1941-06-29,2021-01-29,hotmail,554,passport,Russia,France,France,ios,0,1,753,67.21,1,0.7693,1
4799,Alcide,Koelpin,1940-08-29,2020-11-25,hotmail,525,national_id,France,Germany,Germany,ios,1,0,703,36.27,0,0.5776,0
139,Retha,Daniel,1978-07-16,2020-08-31,hotmail,38,drivers_licence,France,France,France,windows,1,0,768,13.7,1,0.24475,0
2229,Jim,Barton,1979-10-16,2020-02-13,yahoo,90,drivers_licence,Germany,France,France,android,0,0,358,30.99,0,0.51795,0
2476,Brea,Thompson,1970-05-30,2020-08-13,yahoo,562,drivers_licence,UK,Germany,Russia,android,1,0,465,46.81,1,0.66535,1
1911,Sondra,Kub,1989-12-09,2020-10-15,hotmail,1117,drivers_licence,France,UK,France,ios,1,0,544,15.92,1,0.2893,0
729,Averie,Pagac,1946-03-04,2020-05-13,yahoo,1021,passport,UK,UK,France,ios,0,0,800,70.91,1,0.7812,1
4324,Tracie,Satterfield,1984-05-12,2020-09-10,hotmail,485,passport,France,Russia,UK,ios,1,0,447,51.72,0,0.6979,1
697,Rashida,Adams,1964-02-27,2020-08-18,yahoo,989,passport,UK,France,UK,android,0,0,381,6.01,0,0.07415,0
1264,Yadiel,Greenfelder,1958-06-24,2020-07-13,hotmail,912,national_id,Germany,Germany,Germany,ios,0,0,582,8.56,0,0.13365,0
1740,Lorin,Gulgowski,1959-06-01,2020-12-16,yahoo,1088,national_id,Russia,France,France,android,0,0,344,72.29,0,0.78615,1
2815,Tenisha,Trantow,1945-08-02,2020-08-19,gmail,1131,drivers_licence,Russia,Russia,Germany,ios,1,1,429,136.62,1,0.9152,1
1756,Venita,Cormier,1986-12-07,2020-02-26,yahoo,478,passport,UK,France,Russia,ios,0,0,355,91.67,1,0.8448,1
3013,Maebell,Crist,1986-01-11,2020-03-22,yahoo,767,drivers_licence,France,France,Russia,android,0,0,545,23.69,1,0.4213,0
4184,Jerold,Pfeffer,1941-07-02,2020-11-20,hotmail,103,national_id,France,France,Russia,windows,0,0,673,10.41,0,0.17725,0
1381,Ethelyn,Shanahan,1986-01-31,2020-07-22,yahoo,269,national_id,France,Germany,France,android,1,1,682,55.0,0,0.71705,1
3029,Marlana,Goodwin,1992-12-16,2021-01-26,gmail,938,passport,France,Russia,Russia,android,0,0,826,38.38,1,0.59735,0
2042,Ebb,Upton,1950-04-02,2020-03-02,gmail,1101,drivers_licence,Russia,UK,Russia,android,0,0,588,20.91,0,0.37535,0
2965,Alpha,Effertz,1981-12-26,2020-12-26,hotmail,805,passport,Russia,France,UK,ios,0,1,667,8.15,1,0.12315,0
2740,Johnna,Kunde,1940-05-18,2020-03-26,hotmail,239,passport,Russia,Germany,France,android,1,0,622,8.28,0,0.127,0
1949,Madeline,O'Keefe,1982-02-03,2020-07-05,hotmail,620,national_id,Russia,Russia,Russia,android,0,0,850,34.2,0,0.55405,0
3266,Laraine,O'Keefe,1972-01-07,2020-09-18,gmail,173,passport,UK,Germany,France,ios,0,0,568,51.88,1,0.6993,1
